character	initial	final	tone	roman	emc-entry
販	w	an	1	wán	1
貪	tx	am	0	txàm	1
貫	k	un	2	kun	2
貫	kv	an	2	kvan	2
責	ṭ	ag	3	ṭak	1
責	ṭ	aj	2	ṭaj	1
貭	ṭ	rn	3	ṭӑt	0
貮		ej	2	ej	0
貯	ḍ	y	1	ḍý	1
貰	ṣ	rj	2	ṣӑj	2
貱	p	i	2	pi	1
貲	ŧ	i	0	ŧì	1
貳	ṇ	i	2	ṇi	1
貴	kv	i	2	kvi	1
貵	px	in	1	pxín	0
貶	p	in	1	pín	1
買	m	aj	1	máj	1
貸	tx	aj	2	txaj	1
貸	tx	ig	3	txik	1
貹	ṣ	rg	2	ṣӑg	1
貺	xv	og	2	xvog	1
費	fx	rj	2	fxӑj	3
費	p	i	2	pi	3
貼	tx	im	3	txip	1
貼	tx	im	3	txip	1
貽		i	0	ì	1
貾	ḍ	i	0	ḍì	1
貿	m	rv	2	mӑv	1
賀	h	o	2	ho	1
賁	p	i	2	pi	4
賁	w	rn	0	wằn	4
賁	p	rn	0	pằn	4
賁	w	rn	1	wắn	4
賂	l	u	2	lu	1
賃	j	rm	2	jӑm	1
賄	kx	uj	1	kxúj	1
賄	xv	uj	1	xvúj	1
賅	k	oj	0	kòj	1
賆	b	in	0	bìn	1
資	ŧ	i	0	ŧì	1
賈	k	a	1	ká	3
賈	k	a	2	ka	3
賈	k	u	1	kú	3
賉	s	on	3	sot	1
賊	ŧx	ag	3	ŧxak	1
賊	đx	ag	3	đxak	1
賋	k	av	1	káv	0
賌	k	oj	0	kòj	0
賍	ḍ	og	2	ḍog	0
賎	ḍ	in	2	ḍin	0
賏	q	ig	0	qìg	2
賐	ṣ	on	2	ṣon	0
賑	ṭ	rn	2	ṭӑn	2
賒	ṣ	e	0	ṣè	1
賓	p	rn	0	pằn	0
賓	p	rn	2	pӑn	0
賔	p	rn	0	pằn	1
賕	c	rv	0	cằv	1
賖	ṣ	e	0	ṣè	0
賗	ṭx	yn	2	ṭxyn	0
賘	ṭ	og	0	ṭòg	0
賙	ṭ	rv	0	ṭằv	1
賚	l	oj	2	loj	1
賛	ŧ	an	2	ŧan	1
賜	ŧx	i	2	ŧxi	1
賝	ṭx	rm	0	ṭxằm	1
賞	ṣ	ơg	1	ṣớg	1
賟	tx	in	1	txín	1
賠	b	uj	0	bùj	0
賡	k	rg	0	kằg	1
賢	h	in	0	hìn	1
賣	m	aj	2	maj	1
賣	qm	aj	1	qmáj	1
賤	đ	in	2	đin	1
賥	z	uj	2	zuj	1
賦	f	u	2	fu	1
賧	d	am	2	dam	1
賨	đ	ug	0	đùg	1
賩	ḍ	ug	0	ḍùg	0
質	ṭ	rn	3	ṭӑt	2
質	ṭ	i	2	ṭi	2
賫	ṭ	rj	0	ṭằj	0
賫	ḍ	rj	0	ḍằj	0
賬	ṭ	ơg	2	ṭơg	0
賭	t	u	1	tú	1
賮	ŧ	on	1	ŧón	1
賯	x	ig	0	xìg	0
賰	ṣ	on	1	ṣón	1
賱	qv	rn	1	qvắn	1
賲	p	u	1	pú	1
賳	ṭ	oj	0	ṭòj	0
賴	l	aj	2	laj	1
賴	ql	aj	1	qláj	1
賴	ql	aj	2	qlaj	1
賵	fx	ug	2	fxug	1
賵	w	ug	2	wug	1
賶	ṭx	og	2	ṭxog	0
賷	ŧ	rj	0	ŧằj	1
賷	đ	rj	0	đằj	1
賸	ẓ	ig	2	ẓig	2
賸	ḍ	ig	2	ḍig	2
賹	j	rn	3	jӑt	1
賺	ḍ	an	2	ḍan	0
賺	ṭ	an	1	ṭán	0
賻	w	u	2	wu	1
購	k	rv	2	kӑv	1
購	kx	rv	2	kxӑv	1
賽	ŧx	oj	2	ŧxoj	1
賾	ṭ	ag	3	ṭak	1
賿	l	av	0	làv	1
贀	q	i	2	qi	1
贁	b	aj	2	baj	1
贂	ṭx	rm	1	ṭxắm	0
贃	tx	an	2	txan	1
贄	ṭ	i	2	ṭi	1
贅	ḍ	uj	2	ḍuj	1
贆	p	iv	0	pìv	1
贇	qv	rn	0	qvằn	1
贈	đ	rg	2	đӑg	1
贉	d	am	1	dám	2
贊	ṭ	an	2	ṭan	0
贋	g	an	2	gan	1
贋	qg	rn	2	qgӑn	1
贌	d	ug	3	duk	0
贍	ẓ	in	2	ẓin	1
贍	ẓ	im	2	ẓim	1
贎	m	an	2	man	1
贏		ig	0	ìg	1
贏	j	eg	0	jèg	1
贐	ṭ	on	1	ṭón	0
贑	k	om	2	kom	1
贒		in	0	ìn	0
贓	ŧ	og	0	ŧòg	1
贔	p	rj	2	pӑj	1
贔	bx	i	2	bxi	1
贔	b	i	2	bi	1
贕	d	ug	3	duk	1
贖	ẓ	ug	3	ẓuk	1
贖	ḍ	ug	3	ḍuk	1
贗	g	an	2	gan	0
贗	qg	rn	2	qgӑn	0
贘	ṣ	ơg	1	ṣớg	0
贙	h	yn	1	hýn	2
贚	l	ug	2	lug	1
贛	k	om	2	kom	3
贛	k	ug	2	kug	3
贜	ṭ	og	0	ṭòg	0
赤	ṭx	eg	3	ṭxek	1
赤	ṭx	ig	3	ṭxik	1
赥	x	ig	3	xik	1
赦	ṣ	e	2	ṣe	1
赧	n	an	1	nán	1
赨	d	ug	0	dùg	1
赩	ṣ	ig	3	ṣik	1
赫	x	ag	3	xak	1
赫	x	rg	3	xӑk	1
赬	ṭx	ig	0	ṭxìg	1
赭	ṭ	e	1	ṭé	1
赮	h	a	0	hà	1
赯	d	og	0	dòg	1
走	ŧ	rv	1	ŧắv	2
赱	ṭ	rv	1	ṭắv	0
赲	l	ig	3	lik	0
赳	k	rv	1	kắv	1
赳	t	rv	1	tắv	1
赴	w	u	2	wu	1
起	x	i	1	xí	1
赸	ṣ	an	2	ṣan	0
赹	c	ig	0	cìg	1
赺	j	rm	1	jắm	0
赻	ṣ	in	1	ṣín	0
赼	ṭ	ej	0	ṭèj	0
赽	kx	yn	3	kxyt	1
赾	qj	rn	1	qjắn	1
赿	ḍ	ej	0	ḍèj	0
趀	ŧ	i	0	ŧì	1
趁	ṭx	rn	2	ṭxӑn	3
趂	ṭx	rn	2	ṭxӑn	0
趃	d	in	3	dit	1
趄	ŧ	y	0	ŧỳ	1
趄	ŧx	e	2	ŧxe	1
趄	ŧx	in	3	ŧxit	1
超	ṭx	iv	0	ṭxìv	1
趆	t	rj	0	tằj	2
趇	ṣ	rm	3	ṣӑp	0
趈	ḍ	am	2	ḍam	0
趉	cv	rn	3	cvӑt	1
越	h	yn	3	hyt	2
趌	k	rn	3	kӑt	4
趌	c	rn	3	cӑt	4
趍	ŧx	uj	0	ŧxùj	2
趍	ŧx	ug	3	ŧxuk	2
趎	ṭ	y	0	ṭỳ	1
趏	kv	an	3	kvat	2
趐	x	yn	3	xyt	0
趑	ŧ	i	0	ŧì	1
趒	d	iv	0	dìv	3
趓	t	o	1	tó	0
趔	l	in	3	lit	0
趕	k	on	1	kón	0
趖	s	o	0	sò	1
趗	ŧx	ug	3	ŧxuk	2
趘	h	rn	3	hӑt	0
趙	ḍ	iv	2	ḍiv	1
趚	ṣ	ug	3	ṣuk	0
趛	gj	rm	1	gjắm	1
趜	k	ug	3	kuk	2
趝	k	im	2	kim	1
趞	ŧx	ơg	3	ŧxơk	1
趟	tx	og	2	txog	2
趟	tx	og	1	txóg	2
趟	tx	og	0	txòg	2
趟	ṭx	ag	0	ṭxàg	2
趠	ṭx	ơg	3	ṭxơk	2
趡	ŧx	uj	1	ŧxúj	3
趢	l	ug	3	luk	2
趣	ŧx	y	2	ŧxy	2
趣	ŧx	y	1	ŧxý	2
趣	ŧx	ug	3	ŧxuk	2
趣	ŧx	y	0	ŧxỳ	2
趤	d	og	2	dog	0
趥	ŧx	rv	0	ŧxằv	2
趦	ṭ	ej	0	ṭèj	0
趧	d	rj	0	dằj	1
趨	ŧx	y	0	ŧxỳ	1
趨	ŧx	ug	3	ŧxuk	1
趩	ṭx	ig	3	ṭxik	1
趪	hv	og	0	hvòg	1
趫	c	iv	0	cìv	2
趬	x	iv	0	xìv	2
趭	ṭ	iv	2	ṭiv	1
趮	ŧx	u	2	ŧxu	1
趯	tx	ig	3	txik	1
趯	qj	og	3	qjok	1
趯	t	eg	3	tek	1
趰		ej	1	éj	0
趲	ŧ	an	1	ŧán	2
趲	ŧ	an	2	ŧan	2
足	ŧ	ug	3	ŧuk	2
足	ŧ	y	2	ŧy	2
趴	px	a	0	pxà	0
趵	px	av	2	pxav	1
趵	p	og	3	pok	1
趶	f	u	2	fu	0
趷	c	rn	3	cӑt	0
趹	kx	yn	3	kxyt	1
趺	f	u	0	fù	1
趻	ṭx	rm	1	ṭxắm	0
趼	k	an	1	kán	3
趼	k	in	1	kín	3
趽	f	og	2	fog	3
趾	ṭ	i	1	ṭí	1
趿	tx	an	3	txat	1
趿	s	am	3	sap	1
趿	ŧx	om	3	ŧxop	1
跀	g	yn	3	gyt	1
跀	c	rn	3	cӑt	1
跁	b	a	2	ba	2
跂	c	i	0	cì	3
跂	c	i	1	cí	3
跅	tx	og	3	txok	0
跆	d	oj	0	dòj	1
跇	j	rj	2	jӑj	2
跈	qn	in	1	qnín	2
跉	l	ig	0	lìg	2
跊	m	uj	2	muj	0
跋	b	rn	3	bӑt	1
跌	t	in	3	tit	1
跍	xv	u	0	xvù	1
跎	d	o	0	dò	1
跏	k	a	0	kà	1
跐	ŧx	i	1	ŧxí	3
跐	ŧx	aj	1	ŧxáj	3
跑	px	av	1	pxáv	2
跑	b	av	0	bàv	2
跒	kx	a	1	kxá	1
跓	ḍ	y	1	ḍý	1
跔	kx	y	0	kxỳ	1
跔	c	ơ	0	cờ	1
跕	tx	im	3	txip	2
跕	t	im	3	tip	2
跕	d	im	3	dip	2
跕	t	im	1	tím	2
跕	ḍ	am	2	ḍam	2
跖	ṭ	ig	3	ṭik	1
跖	ṭ	eg	3	ṭek	1
跗	f	u	0	fù	2
跘	b	un	0	bùn	0
跙	ŧ	y	1	ŧý	1
跙	ŧ	y	0	ŧỳ	1
跚	s	an	0	sàn	1
跛	p	rj	0	pằj	2
跛	p	o	1	pó	2
跛	p	i	2	pi	2
跜	n	i	0	nì	1
距	c	y	1	cý	1
跟	k	rn	0	kằn	1
跠		i	0	ì	1
跡	ŧ	ig	3	ŧik	1
跢	t	o	1	tó	2
跣	s	in	1	sín	1
跤	k	av	0	kàv	1
跤	x	av	0	xàv	1
跥	t	o	1	tó	0
跦	ṭ	y	0	ṭỳ	1
跧	đ	yn	0	đỳn	3
跨	kxv	a	2	kxva	4
跨	kxv	a	0	kxvà	4
跩	j	rj	2	jӑj	0
跪	cv	i	2	cvi	2
跫	c	ug	0	cùg	1
跬	kxv	i	1	kxví	1
跭	h	og	0	hòg	1
跮	d	in	3	dit	2
跮	ṭx	i	2	ṭxi	2
路	l	u	2	lu	1
路	ql	u	1	qlú	1
跰	b	in	0	bìn	2
跱	ḍ	i	2	ḍi	1
跱	ḍ	i	1	ḍí	1
跱	ẓ	i	2	ẓi	1
跲	k	am	3	kap	3
跳	tx	iv	2	txiv	1
跳	tx	iv	1	txív	1
跳	d	iv	0	dìv	1
跳	d	u	0	dù	1
跴	ṭx	aj	1	ṭxáj	0
跺	t	o	1	tó	0
跼	c	ug	3	cuk	1
跽	c	i	2	ci	1
跾	ṣ	ug	3	ṣuk	0
跿	d	u	0	dù	0
踀	ṭx	ug	3	ṭxuk	0
踁	h	ig	1	híg	1
踁	k	ig	2	kig	1
踂	n	im	3	nip	1
踃	s	iv	0	sìv	1
踄	b	og	3	bok	1
踅	ṭx	yn	3	ṭxyt	0
踅	ḍ	rj	2	ḍӑj	0
踅	ṭx	ej	2	ṭxej	0
踆	đ	yn	0	đỳn	1
踆	ŧx	yn	0	ŧxỳn	1
踆	s	on	0	sòn	1
踇	m	u	1	mú	1
踈	ṣ	o	0	ṣò	1
踉	l	ơg	2	lơg	3
踉	l	og	0	lòg	3
踉	l	ơg	0	lờg	3
踋	k	ơg	3	kơk	0
踍	x	av	0	xàv	0
踎	qm	rv	0	qmằv	0
踏	d	am	3	dap	1
踐	đ	in	1	đín	1
踐	đ	in	2	đin	1
踑	k	i	0	kì	1
踑	kx	i	0	kxì	1
踒	qv	o	0	qvò	1
踓	v	i	1	ví	2
踔	ṭx	ơg	3	ṭxơk	2
踔	d	iv	2	div	2
踕	đ	in	3	đit	1
踖	ŧ	ig	3	ŧik	3
踖	đ	ig	3	đik	3
踖	ŧx	ig	3	ŧxik	3
踗	n	im	3	nip	0
踘	k	ug	3	kuk	2
踙	n	im	3	nip	0
踚	l	on	0	lòn	1
踛	l	ug	3	luk	1
踜	l	ig	2	lig	1
踝	hv	a	1	hvá	1
踞	k	y	2	ky	1
踟	ḍ	i	0	ḍì	1
踠	q	yn	1	qýn	1
踡	c	yn	0	cỳn	1
踢	tx	eg	3	txek	1
踣	b	ag	3	bak	2
踤	ŧ	on	3	ŧot	1
踤	z	ơj	2	zơj	1
踥	ŧx	im	3	ŧxip	1
踦	kx	i	0	kxì	2
踦	x	i	0	xì	2
踦	k	i	0	kì	2
踦	k	i	1	kí	2
踦	q	i	1	qí	2
踧	ŧx	ug	3	ŧxuk	2
踧	d	ig	3	dik	2
踨	ṭ	ug	0	ṭùg	0
踩	ṭx	aj	1	ṭxáj	0
踪	ṭ	ug	0	ṭùg	0
踫	px	ug	2	pxug	0
踭	ṭ	ag	0	ṭàg	0
踮	t	im	1	tím	0
踰		y	0	ỳ	1
踱	d	og	3	dok	1
踲	d	rn	2	dӑn	0
踳	ṭx	on	0	ṭxòn	1
踳	ṭx	on	1	ṭxón	1
踳	ṭx	yn	1	ṭxýn	1
踴	qj	ug	1	qjúg	0
踵	ṭ	ug	1	ṭúg	1
踵	t	ug	1	túg	1
踶	d	rj	2	dӑj	2
踶	d	rj	0	dằj	2
踶	ṭx	i	1	ṭxí	2
踷	ṭ	a	1	ṭá	0
踸	ṭx	rm	1	ṭxắm	1
踹	ṭx	yn	1	ṭxýn	2
踹	ṭx	aj	1	ṭxáj	2
踹	qj	aj	1	qjáj	2
踺	c	in	2	cin	0
踻	kv	a	0	kvà	0
踼	d	og	0	dòg	3
踼	d	og	2	dog	3
踽	k	y	1	ký	2
踾	fx	ug	3	fxuk	3
踿	ṭ	ug	3	ṭuk	0
蹀	d	im	3	dip	1
蹁	b	in	0	bìn	2
蹁	px	in	0	pxìn	2
蹂	ṇ	rv	0	ṇằv	3
蹃	n	ơg	3	nơk	2
蹄	d	rj	0	dằj	1
蹄	tx	rj	1	txắj	1
蹄	d	rj	2	dӑj	1
蹅	ḍ	a	1	ḍá	0
蹅	ṭx	a	0	ṭxà	0
蹆	tx	rn	2	txӑn	0
蹇	k	in	1	kín	2
蹇	ṭ	in	1	ṭín	2
蹇	x	in	0	xìn	2
蹈	d	u	2	du	1
蹈	tx	u	0	txù	1
蹉	ŧx	o	0	ŧxò	1
蹊	h	rj	0	hằj	1
蹊	kx	ej	0	kxèj	1
蹊	kx	rj	0	kxằj	1
蹋	d	am	3	dap	1
蹋	tx	am	3	txap	1
蹌	ŧx	ơg	0	ŧxờg	1
蹌	ŧx	ơg	2	ŧxơg	1
蹍	n	in	1	nín	0
蹍	ṭ	in	1	ṭín	0
蹎	t	in	0	tìn	1
蹏	d	rj	0	dằj	1
蹏	d	rj	2	dӑj	1
蹐	ŧ	ig	3	ŧik	1
蹐	ŧ	eg	3	ŧek	1
蹓	l	rv	2	lӑv	0
蹓	l	rv	0	lằv	0
蹔	đ	am	2	đam	1
蹕	p	rn	3	pӑt	1
蹖	ṭ	ug	0	ṭùg	1
蹗	l	ug	3	luk	0
蹘	l	av	0	làv	0
蹙	ŧx	ug	3	ŧxuk	1
蹚	tx	og	2	txog	0
蹚	tx	og	1	txóg	0
蹚	tx	og	0	txòg	0
蹛	ḍ	rj	2	ḍӑj	2
蹛	t	aj	2	taj	2
蹜	ṣ	ug	3	ṣuk	1
蹝	ṣ	aj	1	ṣáj	0
蹞	kxv	ej	1	kxvéj	0
蹟	ŧ	ig	3	ŧik	1
蹠	ṭ	ig	3	ṭik	1
蹠	ṭ	eg	3	ṭek	1
蹡	ŧx	ơg	0	ŧxờg	2
蹡	ŧx	ơg	2	ŧxơg	2
蹢	ḍ	ag	3	ḍak	2
蹢	t	ig	3	tik	2
蹣	b	un	0	bùn	2
蹣	m	un	0	mùn	2
蹤	ŧ	ug	0	ŧùg	1
蹥	l	in	0	lìn	0
蹦	p	rg	0	pằg	0
蹧	ṭ	u	0	ṭù	0
蹨	qn	im	2	qnim	2
蹩	b	in	3	bit	1
蹪	d	uj	0	dùj	1
蹫	kv	rn	3	kvӑt	0
蹬	t	rg	0	tằg	1
蹬	d	rg	2	dӑg	1
蹭	s	rg	2	sӑg	1
蹮	s	in	0	sìn	1
蹯	w	an	0	wàn	1
蹰	ḍ	y	0	ḍỳ	1
蹱	ṭ	ug	0	ṭùg	3
蹲	đ	yn	0	đỳn	1
蹲	t	on	0	tòn	1
蹲	ŧ	on	0	ŧòn	1
蹳	b	un	3	but	0
蹴	ŧx	ug	3	ŧxuk	2
蹵	ṭx	ug	3	ṭxuk	0
蹶	kx	yn	3	kxyt	3
蹶	kv	ej	2	kvej	3
蹷	kx	yn	3	kxyt	1
蹸	l	on	2	lon	0
蹹	d	am	3	dap	1
蹺	c	iv	1	cív	1
蹺	x	iv	0	xìv	1
蹺	kx	iv	0	kxìv	1
蹺	kx	iv	1	kxív	1
蹻	c	iv	1	cív	5
蹻	x	iv	0	xìv	5
蹻	kx	iv	0	kxìv	5
蹻	kx	iv	1	kxív	5
蹻	k	ơg	3	kơk	5
蹻	k	iv	1	kív	5
蹼	b	ug	3	buk	1
蹼	px	ug	3	pxuk	1
蹽	ql	iv	0	qlìv	0
蹽	l	iv	0	lìv	0
蹾	t	rn	2	tӑn	0
蹾	t	rn	0	tằn	0
躀	kv	an	2	kvan	0
躁	ŧx	u	2	ŧxu	1
躂	tx	an	3	txat	1
躃	p	ig	3	pik	1
躄	p	ig	3	pik	1
躅	ḍ	ug	3	ḍuk	1
躅	ḍ	og	3	ḍok	1
躆	k	ơj	2	kơj	0
躇	ḍ	y	0	ḍỳ	1
躇	ṭx	ơg	3	ṭxơk	1
躈	kx	iv	2	kxiv	0
躉	t	rn	1	tắn	0
躊	ḍ	rv	0	ḍằv	1
躋	ŧ	rj	0	ŧằj	2
躌	m	u	1	mú	0
躍	j	og	3	jok	1
躍	qj	og	3	qjok	1
躍	tx	ig	3	txik	1
躎	qn	in	1	qnín	0
躐	l	im	3	lip	1
躑	ḍ	ag	3	ḍak	1
躒	ql	ig	3	qlik	2
躒	l	og	3	lok	2
躒	ql	og	3	qlok	2
躓	ṭ	i	2	ṭi	1
躔	ḍ	in	0	ḍìn	1
躕	ḍ	y	0	ḍỳ	0
躖	tx	on	1	txón	0
躗	v	ej	2	vej	0
躘	l	ug	0	lùg	2
躙	l	on	2	lon	1
躚	s	in	0	sìn	2
躛	v	ej	2	vej	1
躝	ql	an	0	qlàn	1
躞	s	im	3	sip	1
躞	s	in	3	sit	1
躟	ṇ	og	0	ṇòg	2
躠	s	in	3	sit	1
躡	n	im	3	nip	1
躢	d	am	3	dap	1
躢	tx	am	3	txap	1
躣	c	y	0	cỳ	1
躤	đ	ig	3	đik	1
躥	ṭx	yn	0	ṭxỳn	0
躦	ŧ	yn	0	ŧỳn	1
躧	ṣ	aj	1	ṣáj	2
躨	cv	i	0	cvì	1
躩	xv	og	3	xvok	2
躪	l	on	2	lon	0
身	ṣ	rn	0	ṣằn	1
身	k	yn	0	kỳn	1
躬	k	ug	0	kùg	1
躭	t	am	0	tàm	0
躮	f	rn	0	fằn	0
躰	tx	rj	1	txắj	0
躱	t	o	1	tó	0
躲	t	o	1	tó	0
躳	k	ug	0	kùg	1
躴	l	og	0	lòg	1
躵	qj	rn	1	qjắn	0
躶	ql	o	1	qló	1
躷	q	rj	1	qắj	1
躸	k	i	0	kì	1
躹	k	ug	3	kuk	0
躺	tx	og	1	txóg	0
躻	x	ug	0	xùg	0
躼	l	u	2	lu	0
躽	q	in	1	qín	2
躾	m	ej	1	méj	0
躿	x	og	0	xòg	1
軀	kx	y	0	kxỳ	1
軁	l	rv	0	lằv	0
軂	l	u	2	lu	0
軃	t	o	1	tó	0
軄	ṭ	ig	3	ṭik	1
軅	g	an	2	gan	0
軆	tx	rj	1	txắj	1
軇	d	u	2	du	0
軈	q	ig	2	qig	0
軉	j	ug	3	juk	0
車	ṭx	e	0	ṭxè	2
車	k	y	0	kỳ	2
軋	q	an	3	qat	1
軋	ṭ	an	3	ṭat	1
軋	k	an	3	kat	1
軌	kv	i	1	kví	1
軍	kv	rn	0	kvằn	1
軎	v	ej	2	vej	2
軏	g	yn	3	gyt	2
軐	s	on	2	son	1
軑	d	rj	2	dӑj	2
軑	d	aj	2	daj	2
軒	x	in	0	xìn	1
軓	w	an	2	wan	1
軔	ṇ	rn	2	ṇӑn	1
軕	ṣ	im	0	ṣìm	0
軖	cv	og	0	cvòg	1
軗	ẓ	y	0	ẓỳ	0
軘	d	yn	0	dỳn	1
軙	ḍ	rn	0	ḍằn	0
軚	d	aj	1	dáj	0
軛	q	ag	3	qak	0
軜	n	am	3	nap	1
軝	c	i	0	cì	1
軞	m	u	0	mù	0
軟	ṇ	yn	1	ṇýn	1
軠	cv	og	0	cvòg	0
軡	c	im	0	cìm	0
転	ṭ	yn	1	ṭýn	0
軣	kv	rg	0	kvằg	0
軤	xv	u	0	xvù	1
軥	c	y	0	cỳ	3
軥	k	rv	0	kằv	3
軦	f	og	2	fog	0
軧	t	rj	1	tắj	1
軨	l	ig	0	lìg	1
軩	d	oj	1	dój	1
軪	q	rv	0	qằv	2
軫	ṭ	rn	1	ṭắn	1
軫	ṭx	rn	1	ṭxắn	1
軬	w	an	2	wan	1
軭	qv	ag	0	qvàg	2
軮	q	og	1	qóg	1
軮	q	og	2	qog	1
軯	px	ag	0	pxàg	0
軰	p	uj	2	puj	0
軱	k	u	0	kù	1
軲	k	u	0	kù	1
軳	b	u	0	bù	1
軴	ṭ	y	2	ṭy	1
軵	f	u	1	fú	1
軵	ṇ	ug	1	ṇúg	1
軶	q	ag	3	qak	1
軷	b	rn	3	bӑt	2
軸	ḍ	ug	3	ḍuk	1
軹	ṭ	i	1	ṭí	1
軺		iv	0	ìv	2
軻	q	o	0	qò	3
軻	x	o	1	xó	3
軼	j	rn	3	jӑt	2
軼	d	in	3	dit	2
軽	ṭ	ej	2	ṭej	0
軾	ṣ	ig	3	ṣik	1
軿	b	ig	0	bìg	2
輀	ṇ	i	0	ṇì	1
輁	k	ug	1	kúg	2
輂	k	ug	3	kuk	1
輂	c	ug	3	cuk	1
較	k	av	2	kav	2
輄	kv	og	0	kvòg	1
輅	l	u	2	lu	1
輆	x	oj	1	xój	1
輇	ḍ	yn	0	ḍỳn	1
輈	ṭ	rv	0	ṭằv	1
載	ŧ	oj	2	ŧoj	3
載	ŧ	oj	1	ŧój	3
輊	ṭ	i	2	ṭi	1
輋	ẓ	e	0	ẓè	0
輋	ḍ	e	0	ḍè	0
輌	l	ơg	2	lơg	0
輍	j	ug	3	juk	1
輎	ṣ	av	0	ṣàv	1
輏	j	rv	0	jằv	0
輐		un	2	un	0
輑	v	rn	1	vắn	1
輒	ṭ	im	3	ṭip	1
輒	ṭ	in	3	ṭit	1
輓	v	an	1	ván	2
輓	m	an	1	mán	2
輔	w	u	2	wu	1
輕	x	ig	0	xìg	2
輕	x	eg	0	xèg	2
輕	h	eg	2	heg	2
輖	ṭ	rv	0	ṭằv	1
輗	g	rj	0	gằj	1
輘	l	ig	0	lìg	1
輙	ṭ	im	3	ṭip	0
輙	ṭ	in	3	ṭit	0
輚	ḍ	an	2	ḍan	2
輛	l	ơg	2	lơg	0
輛	ql	ơg	1	qlớg	0
輜	ṭ	i	0	ṭì	1
輝	xv	rj	0	xvằj	1
輞	m	og	1	móg	1
輟	ṭ	yn	3	ṭyt	2
輟	ḍ	yn	3	ḍyt	2
輠	kv	o	1	kvó	4
輠	hv	a	1	hvá	4
輡	x	om	1	xóm	1
輢	q	i	1	qí	3
輣	b	ag	0	bàg	2
輤	s	in	2	sin	1
輥	kv	rn	1	kvắn	1
輦	l	in	1	lín	1
輧	b	ig	0	bìg	0
輨	k	un	1	kún	1
輩	p	uj	2	puj	1
輪	l	on	0	lòn	1
輪	ql	on	1	qlón	1
輫	b	aj	0	bàj	2
輫	b	uj	0	bùj	2
輬	l	ơg	0	lờg	1
輭	ṇ	yn	1	ṇýn	1
輮	ṇ	rv	0	ṇằv	2
輯	ŧx	rm	3	ŧxӑp	1
輰	j	og	0	jòg	1
輱	h	am	0	hàm	1
輲	ḍ	yn	0	ḍỳn	1
輲	ẓ	yn	0	ẓỳn	1
輳	ŧx	rv	2	ŧxӑv	1
輴	ṭx	on	0	ṭxòn	1
輵	k	on	3	kot	1
輶	j	rv	0	jằv	3
輷	kv	rg	0	kvằg	2
輸	ṣ	y	0	ṣỳ	2
輹	f	ug	3	fuk	2
輺	ṭ	i	0	ṭì	1
輻	f	ug	3	fuk	2
輼	qv	rn	0	qvằn	1
輽	b	rn	2	bӑn	0
輾	ṭ	in	1	ṭín	2
輾	n	in	1	nín	2
輿		y	0	ỳ	2
輿	qv	rn	0	qvằn	2
轁	tx	u	0	txù	0
轂	k	ug	3	kuk	1
轂	k	u	0	kù	1
轃	ŧ	on	0	ŧòn	2
轄	h	rn	3	hӑt	2
轅		yn	0	ỳn	1
轆	ql	ug	3	qluk	1
轇	k	av	0	kàv	1
轈	ḍ	av	0	ḍàv	1
轉	ṭ	yn	1	ṭýn	2
轉	ṭ	yn	2	ṭyn	2
轊	v	ej	2	vej	2
轋	v	rn	0	vằn	0
轌	ṣ	yn	3	ṣyt	0
轍	ṭx	in	3	ṭxit	1
轎	k	iv	1	kív	2
轎	c	iv	2	civ	2
轎	kx	iv	1	kxív	2
轏	ḍ	an	2	ḍan	1
轐	b	ug	3	buk	2
轑	l	u	1	lú	1
轑	l	u	0	lù	1
轑	l	iv	0	lìv	1
轒	w	rn	0	wằn	2
轓	fx	an	0	fxàn	2
轔	l	on	0	lòn	2
轔	l	on	2	lon	2
轕	k	on	3	kot	0
轖	ṣ	ig	3	ṣik	1
轗	x	om	1	xóm	2
轘	hv	an	0	hvàn	2
轘	hv	an	2	hvan	2
轙	g	rj	1	gắj	2
轚	k	ig	3	kik	2
轛	t	uj	2	tuj	2
轜		ej	0	èj	0
轝		y	0	ỳ	0
轞	l	am	2	lam	1
轟	kv	rg	0	kvằg	2
轠	l	uj	0	lùj	2
轡	p	i	2	pi	1
轢	ql	ig	3	qlik	3
轣	l	in	3	lit	0
轣	l	ig	3	lik	0
轤	l	u	0	lù	1
轥	l	on	2	lon	1
辛	s	rn	0	sằn	1
辜	k	u	0	kù	1
辝	đ	i	0	đì	1
辟	px	ig	3	pxik	3
辟	p	ig	3	pik	3
辠	đ	uj	2	đuj	1
辡	b	in	2	bin	2
辢	l	an	3	lat	1
辣	l	an	3	lat	0
辤	đ	i	0	đì	1
辥	s	in	3	sit	1
辦	b	an	2	ban	1
辦	p	an	1	pán	1
辧	b	in	2	bin	0
辨	b	in	2	bin	2
辪	ṣ	in	3	ṣit	0
辬	p	an	0	pàn	1
辭	đ	i	0	đì	1
辮	p	in	0	pìn	1
辯	b	in	2	bin	1
辰	ẓ	rn	0	ẓằn	1
辱	ṇ	ug	3	ṇuk	1
農	n	ug	0	nùg	1
辳	n	ug	0	nùg	1
辴	ṭx	rn	1	ṭxắn	2
辴	ṭ	in	1	ṭín	2
辵	ṭx	ơg	3	ṭxơk	1
辷	qj	rn	3	qjӑt	0
辸	ṇ	ig	0	ṇìg	1
辺	d	u	2	du	0
辻	ẓ	rm	3	ẓӑp	0
